"player","goals","shots","assists","keyPasses","yellowCard","redCard","ligue","position","games","position_general"
"Ricardo Carvalho",2,12,1,7,10,1,"Ligue 1","DC",58,"Defensor Central"
"Ricardo Centurión",0,0,0,0,0,0,"Serie A","Sub",3,"Suplente"
"Ricardo Costa",1,9,0,3,7,0,"La Liga","DC",14,"Defensor Central"
"Ricardo Horta",1,57,1,26,5,0,"La Liga","Sub",48,"Suplente"
"Ricardo Kishna",2,17,0,27,0,0,"Serie A","Sub",27,"Suplente"
"Ricardo Pereira",7,72,17,115,19,0,"Premier League","DR",128,"Defensor Lateral"
"Ricardo Rodríguez",11,152,13,165,15,1,"Serie A","DL",164,"Defensor Lateral"
"Ricardo Vaz Te",0,7,0,3,0,0,"Premier League","AML",4,"Centrocampista Ofensivo"
"Ricardo Álvarez",4,68,4,53,8,1,"Serie A","Sub",59,"Suplente"
"Riccardo Calafiori",0,0,0,0,2,0,"Serie A","Sub",4,"Suplente"
"Riccardo Cazzola",0,0,0,0,0,0,"Serie A","Sub",5,"Suplente"
"Riccardo Doratiotto",0,0,0,0,0,0,"Serie A","FW",1,"Delantero"
"Riccardo Fiamozzi",0,1,0,6,1,0,"Serie A","Sub",12,"Suplente"
"Riccardo Gagliolo",6,82,6,68,31,1,"Serie A","DL",125,"Defensor Lateral"
"Riccardo Improta",1,35,0,22,7,0,"Serie A","Sub",34,"Suplente"
"Riccardo Ladinetti",0,0,0,3,0,0,"Serie A","Sub",3,"Suplente"
"Riccardo Marchizza",0,7,2,15,4,0,"Serie A","DL",24,"Defensor Lateral"
"Riccardo Meggiorini",15,200,12,77,30,1,"Serie A","FW",122,"Delantero"
"Riccardo Montolivo",1,57,2,55,11,1,"Serie A","MC",68,"Centrocampista"
"Riccardo Orsolini",23,221,14,113,5,0,"Serie A","AMR",122,"Centrocampista Ofensivo"
"Riccardo Saponara",22,254,30,223,22,3,"Serie A","AMC",148,"Centrocampista Ofensivo"
"Riccardo Sottil",2,41,1,21,6,0,"Serie A","Sub",41,"Suplente"
"Richairo Zivkovic",0,1,0,2,0,0,"Premier League","Sub",5,"Suplente"
"Richard Dunne",0,8,0,3,7,0,"Premier League","DC",23,"Defensor Central"
"Richard Strebinger",0,0,0,0,0,0,"Bundesliga","Sub",2,"Suplente"
"Richarlison",38,347,11,105,21,2,"Premier League","FW",143,"Delantero"
"Richmond Boakye",3,16,0,5,3,1,"Serie A","Sub",19,"Suplente"
"Rick Karsdorp",1,13,7,30,3,0,"Serie A","DMR",46,"Centrocampista Defensivo"
"Rick van Drongelen",0,5,0,0,4,0,"Bundesliga","DC",18,"Defensor Central"
"Rickie Lambert",3,35,3,23,4,0,"Premier League","Sub",45,"Suplente"
"Ricky van Wolfswinkel",6,45,6,19,3,0,"Ligue 1","FW",44,"Delantero"
"Riechedly Bazoer",0,26,1,9,7,0,"Bundesliga","DMC",25,"Centrocampista Defensivo"
"Rijad Bajic",0,2,0,2,0,0,"Serie A","Sub",5,"Suplente"
"Riki",0,7,0,4,1,0,"La Liga","Sub",9,"Suplente"
"Rincon",0,3,0,2,2,0,"Ligue 1","DC",8,"Defensor Central"
"Rio Ferdinand",0,0,0,0,2,0,"Premier League","DC",11,"Defensor Central"
"Rio Mavuba",1,21,0,29,13,1,"Ligue 1","MC",83,"Centrocampista"
"Riqui Puig",1,12,2,17,2,0,"La Liga","Sub",27,"Suplente"
"Ritchie de Laet",1,6,1,18,4,0,"Premier League","DR",38,"Defensor Lateral"
"Ritsu Doan",5,69,2,45,1,0,"Bundesliga","MR",34,"Centrocampista"
"Riyad Mahrez",66,485,46,350,7,0,"Premier League","MR",226,"Centrocampista"
"Riza Durmisi",3,45,8,75,12,0,"La Liga","DL",65,"Defensor Lateral"
"Rob Holding",0,24,1,11,10,0,"Premier League","DC",69,"Defensor Central"
"Robbie Brady",7,159,12,160,16,1,"Premier League","Sub",144,"Suplente"
"Robbie Kruse",0,8,1,7,2,0,"Bundesliga","Sub",16,"Suplente"
"Rober",1,24,1,15,13,1,"La Liga","DC",83,"Defensor Central"
"Rober Correa",0,11,2,16,8,1,"La Liga","DR",34,"Defensor Lateral"
"Robert Acquafresca",0,3,0,1,0,0,"Serie A","Sub",6,"Suplente"
"Robert Andrich",6,90,4,52,16,2,"Bundesliga","MC",59,"Centrocampista"
"Robert Bauer",2,27,3,36,17,1,"Bundesliga","DR",89,"Defensor Lateral"
"Robert Beric",26,103,2,30,1,0,"Ligue 1","FW",81,"Delantero"
"Robert Elliot",0,0,0,2,1,0,"Premier League","GK",40,"Portero"
"Robert Glatzel",2,13,0,2,0,0,"Bundesliga","Sub",13,"Suplente"
"Robert Green",0,0,0,3,1,0,"Premier League","GK",36,"Portero"
"Robert Gucher",0,21,0,19,3,0,"Serie A","MC",24,"Centrocampista"
"Robert Gumny",1,6,0,7,4,0,"Bundesliga","Sub",24,"Suplente"
"Robert Huth",6,70,2,8,19,0,"Premier League","DC",83,"Defensor Central"
"Robert Ibáñez",8,53,3,26,8,0,"La Liga","Sub",65,"Suplente"
"Robert Leipertz",0,3,0,0,0,0,"Bundesliga","Sub",6,"Suplente"
"Robert Lewandowski",203,943,32,221,19,0,"Bundesliga","FW",219,"Delantero"
"Robert Mazán",0,3,0,3,0,0,"La Liga","DL",3,"Defensor Lateral"
"Robert Muric",1,5,0,5,0,0,"Serie A","Sub",5,"Suplente"
"Robert Skov",5,95,7,73,4,1,"Bundesliga","Sub",54,"Suplente"
"Robert Snodgrass",14,105,15,156,18,0,"Premier League","MR",104,"Centrocampista"
"Robert Sánchez",0,0,0,1,2,0,"Premier League","GK",27,"Portero"
"Robert Zulj",0,5,0,3,1,0,"Bundesliga","Sub",5,"Suplente"
"Roberto",0,0,0,1,3,0,"La Liga","GK",23,"Portero"
"Roberto Biancu",0,0,0,0,0,0,"Serie A","Sub",1,"Suplente"
"Roberto Canella",2,12,1,17,8,0,"La Liga","DL",38,"Defensor Lateral"
"Roberto Colombo",0,0,0,0,0,0,"Serie A","Sub",1,"Suplente"
"Roberto Crivello",0,2,1,14,5,0,"Serie A","DL",17,"Defensor Lateral"
"Roberto Firmino",73,598,52,390,14,0,"Premier League","FW",244,"Delantero"
"Roberto Gagliardini",14,142,7,86,26,0,"Serie A","MC",133,"Centrocampista"
"Roberto Hilbert",0,14,6,38,9,0,"Bundesliga","DR",42,"Defensor Lateral"
"Roberto Inglese",38,234,9,77,12,0,"Serie A","FW",150,"Delantero"
"Roberto Insigne",2,39,4,40,2,0,"Serie A","Sub",30,"Suplente"
"Roberto Jiménez",0,2,0,2,1,0,"La Liga","GK",68,"Portero"
"Roberto Lago",0,6,3,13,9,1,"La Liga","DL",33,"Defensor Lateral"
"Roberto López",3,14,1,8,0,0,"La Liga","Sub",21,"Suplente"
"Roberto Massimo",0,15,0,8,2,0,"Bundesliga","Sub",18,"Suplente"
"Roberto Navarro",0,0,0,1,0,0,"La Liga","Sub",1,"Suplente"
"Roberto Pereyra",25,189,16,205,22,1,"Premier League","AMC",188,"Centrocampista Ofensivo"
"Roberto Piccoli",5,18,0,4,0,0,"Serie A","Sub",23,"Suplente"
"Roberto Rosales",5,105,12,176,35,1,"La Liga","DR",182,"Defensor Lateral"
"Roberto Santamaría",0,0,0,1,1,0,"La Liga","GK",20,"Portero"
"Roberto Soldado",26,140,18,89,39,1,"La Liga","FW",124,"Delantero"
"Roberto Soriano",37,303,26,258,44,3,"Serie A","AMC",219,"Centrocampista Ofensivo"
"Roberto Torres",21,191,12,124,8,0,"La Liga","MR",103,"Centrocampista"
"Roberto Trashorras",4,73,11,137,21,0,"La Liga","DMC",69,"Centrocampista Defensivo"
"Roberto Vitiello",1,5,0,1,7,1,"Serie A","DC",34,"Defensor Central"
"Robin Bormuth",0,0,0,1,2,0,"Bundesliga","DC",13,"Defensor Central"
"Robin Gosens",24,141,16,102,13,1,"Serie A","ML",115,"Centrocampista"
"Robin Hack",1,2,0,1,0,0,"Bundesliga","Sub",3,"Suplente"
"Robin Knoche",10,59,3,27,11,0,"Bundesliga","DC",171,"Defensor Central"
"Robin Koch",4,68,1,27,10,0,"Bundesliga","DC",99,"Defensor Central"
"Robin Le Normand",1,33,2,11,12,1,"La Liga","DC",68,"Defensor Central"
"Robin Maulun",0,1,0,1,0,0,"Ligue 1","Sub",1,"Suplente"
"Robin Olsen",0,0,0,1,3,1,"Serie A","GK",51,"Portero"
"Robin Quaison",38,260,11,121,19,0,"Bundesliga","Sub",189,"Suplente"
"Robin Zentner",0,1,0,1,5,0,"Bundesliga","GK",78,"Portero"
"Robin van Persie",10,76,2,27,5,0,"Premier League","FW",27,"Delantero"
"Robson Bambu",0,2,0,0,3,1,"Ligue 1","DC",15,"Defensor Central"
"Rocco Reitz",0,0,0,2,1,0,"Bundesliga","MC",2,"Centrocampista"
"Rod Fanni",3,13,2,10,9,1,"Ligue 1","DC",55,"Defensor Central"
"Roderic Filippi",2,14,1,4,8,2,"Ligue 1","DC",26,"Defensor Central"
"Rodri",9,125,9,109,29,0,"La Liga","MC",166,"Centrocampista"
"Rodrigo",45,383,29,199,19,5,"La Liga","FW",198,"Delantero"
"Rodrigo Aguirre",1,11,1,12,3,0,"Serie A","Sub",18,"Suplente"
"Rodrigo Battaglia",1,16,0,3,10,1,"La Liga","MC",32,"Centrocampista"
"Rodrigo Becão",2,17,1,9,13,0,"Serie A","DC",64,"Defensor Central"
"Rodrigo Bentancur",2,56,14,105,22,2,"Serie A","MC",114,"Centrocampista"
"Rodrigo Ely",5,39,0,11,26,3,"La Liga","DC",82,"Defensor Central"
"Rodrigo Palacio",29,275,28,270,34,0,"Serie A","FW",204,"Delantero"
"Rodrigo Riquelme",0,1,0,0,0,0,"La Liga","Sub",1,"Suplente"
"Rodrigo Sánchez",0,5,0,8,0,0,"La Liga","Sub",15,"Suplente"
"Rodrigo Tarín",0,6,0,1,4,0,"La Liga","DC",32,"Defensor Central"
"Rodrigo de Paul",34,384,37,401,32,5,"Serie A","MC",211,"Centrocampista"
"Rodrigues",2,32,1,13,6,1,"La Liga","Sub",31,"Suplente"
"Rodrygo",3,41,6,33,0,0,"La Liga","Sub",41,"Suplente"
"Roel Brouwers",1,7,0,4,2,0,"Bundesliga","DC",28,"Defensor Central"
"Roger",41,251,8,83,29,1,"La Liga","FW",192,"Delantero"
"Roger Assalé",3,21,1,9,1,1,"Ligue 1","Sub",31,"Suplente"
"Roger Martínez",1,11,0,0,1,0,"La Liga","Sub",8,"Suplente"
"Rogerio",2,44,4,51,23,1,"Serie A","DL",89,"Defensor Lateral"
"Roland Sallai",13,124,3,43,13,1,"Bundesliga","Sub",80,"Suplente"
"Rolando",6,47,0,10,13,0,"Ligue 1","DC",90,"Defensor Central"
"Rolando Aarons",2,14,1,10,2,0,"Premier League","Sub",29,"Suplente"
"Rolando Bianchi",0,26,0,10,1,0,"Serie A","Sub",21,"Suplente"
"Rolando Mandragora",8,171,5,105,21,2,"Serie A","MC",130,"Centrocampista"
"Roli Pereira De Sa",0,5,0,3,0,0,"Ligue 1","Sub",7,"Suplente"
"Romain Alessandrini",8,108,8,41,3,2,"Ligue 1","Sub",53,"Suplente"
"Romain Amalfitano",1,61,4,56,15,1,"Ligue 1","MC",119,"Centrocampista"
"Romain Brègerie",3,27,0,11,6,2,"Bundesliga","DC",39,"Defensor Central"
"Romain Danze",0,17,7,62,9,0,"Ligue 1","DR",99,"Defensor Lateral"
"Romain Del Castillo",2,65,13,64,5,0,"Ligue 1","Sub",78,"Suplente"
"Romain Faivre",6,68,5,63,1,0,"Ligue 1","MR",37,"Centrocampista"
"Romain Genevois",2,16,2,18,12,1,"Ligue 1","DC",91,"Defensor Central"
"Romain Hamouma",34,237,26,243,23,2,"Ligue 1","AMR",178,"Centrocampista Ofensivo"
"Romain Métanire",0,10,0,25,7,1,"Ligue 1","DR",39,"Defensor Lateral"
"Romain Perraud",3,65,8,52,5,0,"Ligue 1","DL",57,"Defensor Lateral"
"Romain Philippoteaux",11,96,8,76,9,0,"Ligue 1","Sub",123,"Suplente"
"Romain Rocchi",0,2,0,0,1,0,"Ligue 1","MC",3,"Centrocampista"
"Romain Saiss",9,89,3,35,31,1,"Premier League","DC",114,"Defensor Central"
"Romain Salin",0,0,0,0,1,0,"Ligue 1","GK",20,"Portero"
"Romain Thomas",12,75,3,29,29,2,"Ligue 1","DC",189,"Defensor Central"
"Romaine Sawyers",0,4,0,6,3,0,"Premier League","MC",19,"Centrocampista"
"Roman Bezjak",0,9,0,6,0,0,"Bundesliga","Sub",11,"Suplente"
"Roman Bürki",0,0,0,0,10,0,"Bundesliga","GK",209,"Portero"
"Roman Neustädter",2,25,1,13,10,0,"Bundesliga","DC",59,"Defensor Central"
"Roman Weidenfeller",0,0,0,0,0,0,"Bundesliga","GK",35,"Portero"
"Roman Zozulia",0,3,0,3,1,0,"La Liga","Sub",6,"Suplente"
"Romano Schmid",0,18,3,16,2,0,"Bundesliga","Sub",22,"Suplente"
"Romaric",0,7,0,4,3,0,"Ligue 1","Sub",26,"Suplente"
"Romario Benzar",0,0,0,2,0,0,"Serie A","Sub",3,"Suplente"
"Romelu Lukaku",128,670,37,295,21,0,"Premier League","FW",248,"Delantero"
"Rominigue Kouame",0,0,1,6,0,0,"Ligue 1","Sub",6,"Suplente"
"Ron Vlaar",0,14,1,2,3,1,"Premier League","DC",20,"Defensor Central"
"Ron-Robert Zieler",0,0,0,3,12,0,"Bundesliga","GK",146,"Portero"
"Ronael Pierre Gabriel",1,20,1,36,14,1,"Ligue 1","DR",76,"Defensor Lateral"
"Ronald Araújo",2,13,1,3,3,1,"La Liga","DC",30,"Defensor Central"
"Ronaldo",0,6,0,1,1,0,"Serie A","Sub",2,"Suplente"
"Ronaldo Vieira",0,40,1,30,15,1,"Serie A","MC",45,"Centrocampista"
"Ronnie Schwartz",2,22,1,5,1,0,"Ligue 1","FW",14,"Delantero"
"Ronny",3,24,2,16,4,0,"Bundesliga","Sub",20,"Suplente"
"Ronny Marcos",0,0,0,6,0,0,"Bundesliga","DL",9,"Defensor Lateral"
"Ronny Philp",0,0,0,0,0,0,"Bundesliga","Sub",2,"Suplente"
"Ronny Rodelin",24,320,11,151,6,0,"Ligue 1","FW",141,"Delantero"
"Rony Lopes",29,290,16,199,11,1,"Ligue 1","Sub",158,"Suplente"
"Roque Mesa",6,146,9,108,55,2,"La Liga","MC",172,"Centrocampista"
"Roque Santa Cruz",5,30,2,17,0,0,"La Liga","Sub",29,"Suplente"
"Ross Barkley",22,356,28,261,11,0,"Premier League","AMC",179,"Centrocampista Ofensivo"
"Ross Wallace",1,10,0,9,2,0,"Premier League","Sub",15,"Suplente"
"Rouwen Hennings",22,132,4,50,7,0,"Bundesliga","FW",61,"Delantero"
"Roy Beerens",4,28,1,21,2,1,"Bundesliga","AMR",29,"Centrocampista Ofensivo"
"Ruben Aguilar",2,43,11,141,18,2,"Ligue 1","DR",112,"Defensor Lateral"
"Ruben Gabrielsen",0,4,0,1,0,1,"Ligue 1","DC",8,"Defensor Central"
"Ruben Loftus-Cheek",10,113,6,66,4,0,"Premier League","Sub",108,"Suplente"
"Ruben Vargas",12,98,4,48,10,1,"Bundesliga","AML",63,"Centrocampista Ofensivo"
"Rubinho",0,0,0,0,0,0,"Serie A","GK",2,"Portero"
"Rubén Alcaraz",6,113,4,47,33,0,"La Liga","MC",91,"Centrocampista"
"Rubén Blanco",0,0,0,2,12,3,"La Liga","GK",119,"Portero"
"Rubén Botta",0,18,1,30,5,1,"Serie A","Sub",21,"Suplente"
"Rubén Castro",33,229,8,60,6,0,"La Liga","FW",83,"Delantero"
"Rubén Duarte",1,79,5,104,42,3,"La Liga","DL",155,"Defensor Lateral"
"Rubén García",13,122,9,142,15,0,"La Liga","ML",116,"Centrocampista"
"Rubén Martínez",0,0,0,0,9,1,"La Liga","GK",88,"Portero"
"Rubén Pardo",4,101,16,125,17,1,"La Liga","DMC",113,"Centrocampista Defensivo"
"Rubén Peña",6,69,5,90,13,0,"La Liga","DR",132,"Defensor Lateral"
"Rubén Pérez",1,102,4,90,66,1,"La Liga","DMC",169,"Centrocampista Defensivo"
"Rubén Rochina",17,266,17,131,33,2,"La Liga","MR",139,"Centrocampista"
"Rubén Sobrino",10,74,4,47,12,0,"La Liga","Sub",97,"Suplente"
"Rubén Sánchez",0,2,0,0,0,0,"La Liga","Sub",2,"Suplente"
"Rubén Yáñez",0,0,0,0,2,0,"La Liga","GK",10,"Portero"
"Rudy Gestede",6,76,2,26,5,0,"Premier League","Sub",48,"Suplente"
"Rudy Riou",0,0,0,2,0,0,"Ligue 1","GK",32,"Portero"
"Rui Fonte",1,13,0,7,1,0,"Ligue 1","Sub",18,"Suplente"
"Rui Patrício",0,0,0,0,1,0,"Premier League","GK",112,"Portero"
"Rui Silva",0,0,0,3,4,0,"La Liga","GK",67,"Portero"
"Rune Jarstein",0,1,0,1,8,1,"Bundesliga","GK",163,"Portero"
"Rushian Hepburn-Murphy",0,0,0,0,0,0,"Premier League","Sub",2,"Suplente"
"Ruslan Malinovskiy",16,146,15,126,8,1,"Serie A","Sub",70,"Suplente"
"Russell Canouse",0,0,0,0,0,0,"Bundesliga","Sub",1,"Suplente"
"Russell Martin",3,18,0,8,4,1,"Premier League","DC",30,"Defensor Central"
"Ryad Boudebouz",22,229,33,404,17,1,"Ligue 1","AMC",190,"Centrocampista Ofensivo"
"Ryan Allsop",0,0,0,0,0,0,"Premier League","Sub",2,"Suplente"
"Ryan Babel",9,40,4,26,6,0,"Premier League","Sub",27,"Suplente"
"Ryan Bennett",1,24,0,15,21,0,"Premier League","DC",72,"Defensor Central"
"Ryan Bertrand",7,108,15,177,30,2,"Premier League","DL",214,"Defensor Lateral"
"Ryan Donk",0,3,1,5,3,0,"La Liga","Sub",16,"Suplente"
"Ryan Fraser",16,146,28,237,7,1,"Premier League","ML",138,"Centrocampista"
"Ryan Fredericks",2,12,4,37,14,0,"Premier League","DR",56,"Defensor Lateral"
"Ryan Kent",0,8,0,1,1,0,"Bundesliga","Sub",6,"Suplente"
"Ryan Mason",3,78,4,47,17,0,"Premier League","DMC",69,"Centrocampista Defensivo"
"Ryan Mendes",2,25,2,13,0,0,"Ligue 1","Sub",29,"Suplente"
"Ryan Seager",0,0,0,1,0,0,"Premier League","Sub",1,"Suplente"
"Ryan Sessegnon",4,34,9,51,4,0,"Premier League","DL",64,"Defensor Lateral"
"Ryan Shawcross",4,71,3,22,17,1,"Premier League","DC",114,"Defensor Central"
"Ryan Taylor",0,16,1,14,3,0,"Premier League","MC",14,"Centrocampista"
"Ryder Matos",2,66,3,39,3,0,"Serie A","Sub",68,"Suplente"
"Régis Gurtner",0,0,0,3,6,0,"Ligue 1","GK",103,"Portero"
"Rémi Gomis",0,8,0,9,10,0,"Ligue 1","DMC",37,"Centrocampista Defensivo"
"Rémi Mulumba",0,4,0,0,1,0,"Ligue 1","Sub",6,"Suplente"
"Rémy Cabella",24,261,19,221,22,1,"Ligue 1","AMC",157,"Centrocampista Ofensivo"
"Rémy Riou",0,0,0,1,4,0,"Ligue 1","GK",85,"Portero"
"Rémy Vercoutre",0,0,0,2,5,1,"Ligue 1","GK",145,"Portero"
"Rômulo",5,76,12,109,11,1,"Serie A","MC",100,"Centrocampista"
"Rúben Dias",1,14,0,3,4,0,"Premier League","DC",32,"Defensor Central"
"Rúben Neves",11,202,6,86,24,0,"Premier League","MC",109,"Centrocampista"
"Rúben Semedo",0,7,0,2,4,0,"La Liga","DC",15,"Defensor Central"
"Rúben Vezo",4,42,2,25,22,2,"La Liga","DC",140,"Defensor Central"
"Rúben Vinagre",0,9,0,10,2,0,"Premier League","Sub",35,"Suplente"
"Rúnar Alex Rúnarsson",0,0,0,0,0,0,"Ligue 1","GK",37,"Portero"
"Sabin",6,61,1,18,4,0,"La Liga","Sub",62,"Suplente"
"Sabit Abdulai",0,0,0,0,1,0,"La Liga","Sub",3,"Suplente"
"Saborit",0,11,1,7,6,0,"La Liga","DL",28,"Defensor Lateral"
"Sacha Bastien",0,0,0,0,0,0,"Ligue 1","GK",1,"Portero"
"Sacha Boey",0,12,1,21,1,1,"Ligue 1","DR",32,"Defensor Lateral"
"Sacha Delaye",0,0,0,0,0,0,"Ligue 1","Sub",1,"Suplente"
"Sada Thioub",5,72,8,83,6,0,"Ligue 1","Sub",90,"Suplente"
"Sadio Diallo",5,64,5,45,5,0,"Ligue 1","Sub",53,"Suplente"
"Sadio Mané",95,531,36,338,24,3,"Premier League","FWL",229,"Delantero"
"Said Benrahma",5,51,8,36,0,0,"Premier League","Sub",54,"Suplente"
"Saidi Ntibazonkiza",1,19,0,10,0,0,"Ligue 1","Sub",14,"Suplente"
"Saido Berahino",18,150,2,54,3,0,"Premier League","FW",101,"Delantero"
"Saidou Sow",0,2,0,2,0,0,"Ligue 1","DC",15,"Defensor Central"
"Saidy Janko",0,8,1,12,9,0,"Ligue 1","DR",40,"Defensor Lateral"
"Saif-Eddine Khaoui",10,108,4,53,6,0,"Ligue 1","Sub",90,"Suplente"
"Salem Al Dawsari",0,0,0,0,1,0,"La Liga","Sub",1,"Suplente"
"Salif Sané",12,121,2,38,35,0,"Bundesliga","DC",140,"Defensor Central"
"Salih Ucan",1,15,3,8,2,0,"Serie A","Sub",21,"Suplente"
"Salih Özcan",0,30,4,33,8,1,"Bundesliga","MC",64,"Centrocampista"
"Salim Ben Seghir",0,0,0,0,0,0,"Ligue 1","Sub",1,"Suplente"
"Saliou Ciss",0,1,0,1,0,0,"Ligue 1","Sub",3,"Suplente"
"Salomon Kalou",48,244,11,109,5,0,"Bundesliga","AML",152,"Centrocampista Ofensivo"
"Salomón Rondón",35,331,14,109,8,1,"Premier League","FW",140,"Delantero"
"Salva Ruiz",0,0,0,0,0,1,"La Liga","DL",2,"Defensor Lateral"
"Salva Sevilla",6,56,6,98,17,1,"La Liga","Sub",82,"Suplente"
"Salvador Ferrer",0,3,1,14,4,0,"Serie A","DR",18,"Defensor Lateral"
"Salvador Ichazo",0,0,0,0,0,0,"Serie A","GK",7,"Portero"
"Salvatore Bocchetti",0,2,0,1,3,0,"Serie A","Sub",14,"Suplente"
"Salvatore Masiello",0,1,0,1,0,0,"Serie A","Sub",1,"Suplente"
"Salvatore Molina",1,17,4,28,2,0,"Serie A","MC",33,"Centrocampista"
"Salvatore Sirigu",0,0,0,5,10,1,"Serie A","GK",198,"Portero"
"Salvi Sánchez",2,17,0,18,5,0,"La Liga","MR",28,"Centrocampista"
"Sam Baldock",0,0,0,0,0,0,"Premier League","Sub",2,"Suplente"
"Sam Byram",0,27,1,17,13,1,"Premier League","DR",44,"Defensor Lateral"
"Sam Clucas",6,60,2,30,11,1,"Premier League","MC",66,"Centrocampista"
"Sam Field",1,6,0,7,4,0,"Premier League","Sub",22,"Suplente"
"Sam Gallagher",0,0,0,0,0,0,"Premier League","Sub",4,"Suplente"
"Sam Johnstone",0,0,1,1,1,0,"Premier League","GK",37,"Portero"
"Sam Lammers",2,9,0,4,0,0,"Serie A","Sub",15,"Suplente"
"Sam McQueen",0,2,0,5,0,0,"Premier League","Sub",20,"Suplente"
"Sam Surridge",0,4,0,2,0,0,"Premier League","Sub",6,"Suplente"
"Sam Vokes",17,126,4,37,3,0,"Premier League","Sub",101,"Suplente"
"Saman Ghoddos",5,49,4,40,5,0,"Ligue 1","Sub",32,"Suplente"
"Sambou Sissoko",0,0,0,0,0,0,"Ligue 1","Sub",3,"Suplente"
"Sambou Yatabaré",2,25,4,20,10,1,"Ligue 1","Sub",29,"Suplente"
"Sami Allagui",3,34,1,11,6,0,"Bundesliga","Sub",32,"Suplente"
"Sami Benamar",0,0,0,0,0,0,"Ligue 1","Sub",3,"Suplente"
"Sami Khedira",21,126,13,80,12,1,"Serie A","MC",119,"Centrocampista"
"Sami Larabi",0,0,0,0,0,0,"Ligue 1","Sub",1,"Suplente"
"Samir",7,38,2,38,27,1,"Serie A","DC",127,"Defensor Central"
"Samir Handanovic",0,1,0,2,14,0,"Serie A","GK",258,"Portero"
"Samir Nasri",6,79,13,106,15,0,"Premier League","Sub",65,"Suplente"
"Samir Ujkani",0,0,0,0,0,0,"Serie A","GK",5,"Portero"
"Sammir",1,20,4,22,0,0,"La Liga","AMC",23,"Centrocampista Ofensivo"
"Sammy Ameobi",2,26,2,21,2,0,"Premier League","AML",25,"Centrocampista Ofensivo"
"Samu",0,1,0,0,0,0,"La Liga","DR",2,"Defensor Lateral"
"Samu Castillejo",17,229,19,200,26,0,"La Liga","Sub",206,"Suplente"
"Samu García",7,57,4,58,11,2,"La Liga","Sub",77,"Suplente"
"Samu Sáiz",1,7,0,3,2,0,"La Liga","Sub",10,"Suplente"
"Samuel Armenteros",1,5,0,2,1,0,"Serie A","FW",9,"Delantero"
"Samuel Atrous",0,0,0,0,0,0,"Ligue 1","GK",1,"Portero"
"Samuel Bastien",2,20,0,13,2,1,"Serie A","MC",33,"Centrocampista"
"Samuel Chukwueze",12,137,6,89,4,0,"La Liga","Sub",91,"Suplente"
"Samuel Di Carmine",8,46,0,10,5,0,"Serie A","FW",44,"Delantero"
"Samuel Eto&#039;o",5,67,4,47,2,0,"Serie A","Sub",32,"Suplente"
"Samuel Grandsir",6,82,6,60,4,2,"Ligue 1","Sub",81,"Suplente"
"Samuel Gustafson",0,0,0,1,1,0,"Serie A","Sub",9,"Suplente"
"Samuel Kalu",8,105,4,49,10,1,"Ligue 1","Sub",61,"Suplente"
"Samuel Moutoussamy",2,38,3,32,0,0,"Ligue 1","Sub",53,"Suplente"
"Samuel Mráz",1,2,0,2,0,0,"Serie A","Sub",6,"Suplente"
"Samuel Pérez",0,0,0,0,0,0,"La Liga","Sub",1,"Suplente"
"Samuel Sahin-Radlinger",0,0,0,0,0,0,"Bundesliga","GK",1,"Portero"
"Samuel Souprayen",0,13,0,21,6,2,"Serie A","DL",42,"Defensor Lateral"
"Samuel Umtiti",4,51,3,9,33,0,"La Liga","DC",155,"Defensor Central"
"Samuele Longo",1,49,3,15,10,0,"Serie A","Sub",60,"Suplente"
"Samy Benchama",0,0,0,0,1,0,"Ligue 1","Sub",5,"Suplente"
"Samúel Kári Fridjónsson",0,0,0,0,1,0,"Bundesliga","Sub",5,"Suplente"
"San José",12,110,6,72,38,2,"La Liga","DMC",165,"Centrocampista Defensivo"
"Sanasi Sy",0,0,0,0,0,0,"Ligue 1","Sub",1,"Suplente"
"Sander Berge",2,15,2,16,4,0,"Premier League","MC",29,"Centrocampista"
"Sandro",2,48,1,18,18,0,"Serie A","MC",68,"Centrocampista"
"Sandro Ramírez",25,260,7,87,12,0,"La Liga","FW",136,"Delantero"
"Sandro Sirigu",2,18,3,16,4,1,"Bundesliga","Sub",36,"Suplente"
"Sandro Tonali",1,38,7,83,10,1,"Serie A","MC",60,"Centrocampista"
"Sandro Wagner",37,213,9,71,19,2,"Bundesliga","FW",110,"Delantero"
"Sanjin Prcic",5,92,5,69,13,1,"Ligue 1","MC",103,"Centrocampista"
"Santi Mina",54,269,17,98,25,0,"La Liga","FW",205,"Delantero"
"Santiago Arias",1,15,2,26,5,0,"La Liga","DR",40,"Defensor Lateral"
"Santiago Ascacibar",1,39,2,30,24,2,"Bundesliga","MC",77,"Centrocampista"
"Santiago Cazorla",24,205,35,269,14,1,"La Liga","MC",130,"Centrocampista"
"Santiago Comesaña",1,8,1,13,6,0,"La Liga","MC",25,"Centrocampista"
"Santiago Cáseres",0,5,1,15,10,0,"La Liga","DMC",23,"Centrocampista Defensivo"
"Santiago García",1,38,8,50,22,0,"Bundesliga","DL",72,"Defensor Lateral"
"Santiago Gentiletti",1,13,1,9,14,1,"Serie A","DC",43,"Defensor Central"
"Santiago Vergini",0,21,0,8,13,1,"Premier League","DC",57,"Defensor Central"
